d10/2,d100,CYPHER,DESCRIPTION,LEVEL,FORM,,,,,,,
5,1,Extra time,"After using his action to activate this device, time slows down for the user, and he can take up to three additional actions while the rest of the world seemingly stands still. He can attack, move, make a recovery roll, or take any other allowed action. Actions are resolved normally. However, this process takes a toll. For every extra action he takes, the user suffers 3 points of damage.",1d6+3,Belt,Ring,Handheld device,,,,,
5,2,Fool killer,"When activated, this crystal flies into the air and seeks the least intelligent sentient creature in long range, which takes one round. After finding its target, the crystal fires a bolt of energy similar to lightning at the creature. The bolt inflicts 10 points of Intellect damage (ignores Armor).",1d6+3,5 cm crystal tetrahedron,,,,,,,
5,3,Force cube projector,"Creates an immobile cube composed of six planes of solid force, each 9 m to a side, for one hour. The planes conform to the space available.",1d6+3,Belt,Ring,Bracelet,Handheld device,,,,
5,4,Force screen projector,Creates an immobile plane of solid force up to 6 m by 6 m for one hour per cypher level. The plane conforms to the space available.,1d6+3,Belt,Ring,Bracelet,Handheld device,,,,
5,5,Force shield projector,"Creates a shimmering energy shield around the user for one hour, during which time they gain +3 Armor (+4 Armor if the cypher is level 5 or higher).",1d6+3,Subdermal injection,Belt,Ring,Bracelet,Handheld device,,,
5,6,Freeze inducer,This item is cold to the touch and may freeze to solid surfaces when not in use. The item is activated by being pressed against an object or creature weighing no more than 91 kg. Any liquid contained in the object freezes; a living creature takes a number of points of damage equal to the cypher level.,1d6+3,Complex device,Handheld device,,,,,,
5,7,Ghostly intruder,"Teleports the user to a location within sight and within long range. When she arrives, she is invisible for up to ten minutes. While invisible, she is specialized in stealth and Speed defense tasks.
This effect ends if she does something to reveal her presence or position, such as attacking, performing an esotery, using an ability, moving a large object, and so on. If this occurs, she can regain the remaining invisibility effect by taking an action to focus on hiding her position.",1d6+3,Handheld device,,,,,,,
5,8,Gravity nullifier,"For one hour, the user can float into the air, moving vertically (but not horizontally without some other action, such as pushing along the ceiling) up to a short distance per round. The user must weigh less than 50 pounds (22 kg) per level of the cypher.",1d6+3,Subdermal injection,Belt,Boots,Ring,Bracelet,Small platform,,
5,9,Hand of the Conqueror,"When activated, this thin glove becomes as tough as the hardest metal. Punch attacks made by the wearer inflict 1 additional point of damage. Further, the wearer’s hand can’t be harmed. He can handle hot lava or stick his hand into a grinder and suffer no ill effects (though the grinder might be wrecked). The effect lasts for 28 hours.",1d6+3,Thin glove,,,,,,,
5,10,Instant boat,"With the addition of water and air, this small device expands into a simple boat. The boat is 3 m by 1 m and is made from a type of lightweight molded foam that begins to disintegrate after a day.",1d6+3,Handheld device,,,,,,,
5,11,Instant shelter,"With the addition of water and air, the small device expands into a simple one-room structure with a door and a transparent window (two rooms with an internal door if the cypher is level 7 or higher). The structure is 3 m by 3 m by 6 m. It is made from a form of shapestone and is permanent and immobile once created.",1d6+3,Handheld device,,,,,,,
5,12,Lie eater,"This biomechanical device feeds on brain waves associated with deception. When a creature that it is pointed at lies, the tips of the tendrils light up and wave about. Once activated, the device functions for ten minutes.",1d6+3,Cone-shaped device with two tiny tendrils,,,,,,,
5,13,Magnetic winch,"When activated, this metal box breaks into two halves joined by a very strong and thin metal cable, which can be extended up to 37 m. When a second switch is pressed, the boxes each become very strong magnets. When a third switch is pressed, the cable is retracted by a motor that is powerful enough to pull 2,268 kg of dead weight until the two boxes are joined again.",1d6+3,Small metal box,,,,,,,
5,14,Mental coupling,"Allows one thinking creature to speak telepathically with another creature that it touches. Although the connection lasts for only one minute, vast amounts of data can be exchanged if both creatures are willing.",1d6+3,Headband,Glove,60 cm long synth cable,,,,,
5,15,Mind killer,"When activated, this crystal flies into the air and seeks the most intelligent creature in long range, which takes one round. After finding its target, the crystal fires a bolt of energy similar to lightning at the creature that inflicts 10 points of Intellect damage (ignores Armor).",1d6+3,5 cm crystal dodecahedron,,,,,,,
5,16,Mist animator,"Allows the user to control the movement and shape of a gaseous substance. The amount of gas cannot be increased or decreased, but it can be moved a short distance in a single round, be reshaped so that the mist envelops selected targets, or be dispersed harmlessly. The animator functions for one minute.",1d6+3,Synth glove,Handheld device,,,,,,
5,17,Mist energizer,"Alters the composition of a gaseous cloud no larger than 3 m by 3 m by 3 m so that it inflicts damage equal to the cypher level to anyone that enters it. Damage continues every round that a creature is within the energized mist, which lasts for ten minutes.
The gaseous cloud can simply be the normal air, but it could also be an already poisonous vapor or some other gas.",1d6+3,Headband,Ring,Handheld device,,,,,
5,18,Muscle cart,"When activated, this small cart vastly increases its mass and begins to move forward. It can pull up to 4,536 kg for one hour, moving about 3 m per round regardless of terrain (within reason), but only in its original direction.",1d6+3,Small metal box with wheels,,,,,,,
5,19,Overwatch slayer,"Once activated, this device functions for 28 hours. If a creature with hostile intent comes within long range, the device immediately fires a blast of energy that inflicts damage equal to the cypher level. It continues to fire, once per round, for a number of rounds equal to the cypher level. Once the device is done firing, it is no longer active.",1d6+3,Sphere on a tripod,,,,,,,
5,20,Prismatic field projector,"To be activated, this device must be placed on level ground. It creates a field of scintillating force around the user that provides Armor equal to the cypher level. However, the device can’t be moved once activated, which means the user can’t move from where she stands.
The force field lasts for ten minutes.",1d6+3,Large device,,,,,,,
5,21,Pushpull beam,"This device emits a beam up to long range. The user chooses whether the beam will push or pull. Either way, an unsecured object or creature will be moved a long distance toward or away from the device with the strength of ten humans. The beam lasts for one round.",1d6+3,Handheld device,,,,,,,
5,22,Ray emitter (molecular rearrangement,"Emits a ray that causes random molecular rearrangement on a small scale. The ray inflicts damage equal to the cypher level at a range of 61 m. Wounds inflicted on living creatures are twisted and bizarre, with tissue literally turned into another substance, another state (liquid or gas), or even energy. Damage to inorganic objects is similarly strange.",1d6+3,Wristband projector,Shoulder-mounted launcher (long range),Arm-mounted launcher (long range),,,,,
5,23,Subdual field,"Two rounds after being activated, the device creates an invisible field that fills a specified area (such as a cube of a certain size) within long range of the device. The field lasts for one minute. It affects the minds of thinking beings within the field, preventing them from taking hostile actions. The effect lasts as long as they remain in the field and for 1d6 rounds after, although an Intellect defense roll is allowed each round to act normally (both in the field and after leaving it).",1d6+3,Complex device,,,,,,,
5,24,Summoning staff,"This device requires two separate actions to fully activate. The first action involves the small cylinder, which has a glass lens on one end. With the cylinder, the user locates a random ultraterrestrial being (whose level is equal to or less than the cypher level) dwelling somewhere other than the Ninth World. The being becomes visible in the lens. On the next action, the user can use the staff to open a portal and pull the ultraterrestrial into this world.
The ultraterrestrial cannot resist, but once it arrives, it is not automatically compelled
to do anything. Unless it can return under its own power or through some other means, it is in this world to stay.When the user finds an ultraterrestrial in the first step of this process, he can choose not to bring it into this world, but he cannot use the device to find another being.",1d6+3,Metallic staff with a small attached cylinder,,,,,,,
5,25,Sweeping glove,"With a gesture (an action), the wearer can make any creatures or objects within immediate range fly backward up to 6 m, essentially putting them in short range. Creatures affected suffer 2 points of ambient damage and are prone. The wearer can select which targets to affect. This glove functions for three rounds, during which time the wearer can perform this action each round.",1d6+3,Synth glove,,,,,,,
5,26,Synth corroder,"This device can be used in two ways. Either it can destroy a touched object made of synth that is small enough to be held in a human’s hands, or it can destroy a 1 m by 1 m by 1 m area of a larger object made of synth. The object must have a level lower than the cypher level.",1d6+3,Glove,Wandlike device,,,,,,
5,27,Teleport seal,"When activated, this device prevents all teleportation within 2 km. No extradimensional gates function, and no phasing is possible in this area. The seal lasts for 28 hours.",1d6+3,Handheld device,Crystal shard,,,,,,
5,28,Transference beam,"This device turns the user and up to six other individuals within immediate range into energy, which is then projected (at the speed of light) as a beam to a target destination that is in line of sight.
When the beam reaches its destination, the travelers are turned back into matter along with their equipment, and their Might and Speed Pools are at maximum.",1d6+3,Large handheld device,,,,,,,
5,29,Amplification parasite,"Upon eating the parasite, the user chooses one stat and the GM chooses a different stat. The difficulty of any roll related to the user’s chosen stat is reduced by two steps, and the difficulty of any roll involving the GM’s chosen stat is increased by two steps. The parasite dies after 1d6 hours, and the effect ends when the user violently expels it from her body.",1d6+4,Living fish,Beetle,Worm,,,,,
5,30,Attractor,One unanchored item your size or smaller within long range is drawn immediately to the device This takes one round The item has no momentum when it arrives,1d6+4,Glove of synth,Small handheld device,,,,,,
5,31,Bloom (fireflower),"Ten seconds after the fuse is lit, the device explodes, sending shards of red-hot glass out into the pattern of a flower. Any living creature that comes into contact with falling or spraying shards suffers burn damage equal to the cypher level.",1d6+4,Flower or seed with a fuse stem,,,,,,,
5,32,Bloom (spore),"Ten seconds after the ball is firmly squeezed (to activate the detonator), the device explodes, sending spores out in foliage patterns. Any living creature that breathes in the falling or spraying spores takes damage equal to the cypher level.",1d6+4,Moss-wrapped ball with small pressure-activated detonator,,,,,,,
5,33,Burrowing bubble,"Upon activation, for ten minutes, the user is surrounded by a bubble of energy that projects incredible heat outward, but not inward. This bubble floats 0.3 m in the air, inflicts 6 points of damage to all within immediate range, and inflicts 3 points of damage to all within short range. Further, it instantly melts the material directly below (of lower level than the cypher), and the bubble sinks an immediate distance into the new hole it created. This continues for the duration of the effect, so a user who stands on the ground when activating this cypher ends up about 244 m underground when it finally stops.
If the user concentrates, she can force the bubble to move an immediate distance in any direction she chooses as an action.
The user cannot penetrate the bubble, and neither can forces from the outside. Not even ambient damage gets through. Dealing at least 50 points of damage to the bubble (which has no Armor) destroys it. Damaging the bubble does not harm the user inside until the bubble is destroyed, at which point she falls from whatever height the bubble was at, which is at least 0.3 m in the air.",1d6+4,Ring,Bracelet,Headband,Handheld device,,,,
5,34,Camouflage screen,"Projects an opaque, two-dimensional screen of light that is 4 m high and 6 m across. It lasts up to 28 hours. The screen bears an animate image appropriate to the surrounding area, such as trees and brush in a forest, sandy dunes in a desert, and so on. Thus, anything behind the screen is easily hidden from visual observation unless the viewer is within immediate distance (and even then it may be obscured, depending on the circumstances).",1d6+4,Handheld device,,,,,,,
5,35,Caustic storm,"When activated, the cypher surrounds the user with a nimbus of energy, giving him +10 to Armor that works only against caustic damage. This lasts for one round, and the Armor is ablative, which is to say that each point of damage that it absorbs destroys 1 point of the Armor.
The cypher also releases fourteen hailstonesized motes of roiling caustic fluid that fly toward and attack all targets (including the user) within immediate range, one mote per target. If there are not fourteen targets within immediate range, the motes fly out to short range. If there are not fourteen targets within short range, they fly out to long range. If there are not fourteen targets within long range, the targets within long range get attacked twice (or more times) each, starting with those in immediate range.",1d6+4,Handheld device,,,,,,,
5,36,Cloud seed,"This device can be activated only outdoors and with a clear and unobstructed path to the sky. Once activated, a bright white mote flies up from the device into the sky and explodes, throwing grey tendrils out for 1 mile (2 km) in all directions. After one minute, the tendrils become dark clouds, and after another minute, the skies open up and drench the ground below with heavy rains. In freezing temperatures, the precipitation is sleet, ice, or snow. With the rain comes lightning and thunder. The storm moves with the prevailing winds and dissipates 1d6 hours later.",1d6+4,Handheld device (8 km),,,,,,,
5,37,Demonsphere,"This is a dangerous cypher to use, perhaps giving rise to its name. When activated, it creates a horrific sound, a combination of shrill shrieks and low rumbling (which also might account for its name). At the same time, red streaks of energy lance out at a number of intelligent targets within short range equal to the cypher level. If there are more targets than streaks of energy, the targets are determined randomly, meaning that the user could be a target.
The streaks of energy are extradimensional conduits tying the targets to an ultraterrestrial intelligence with a level equal to the cypher level. The intelligence attempts to control the targets’ actions for one round per cypher level. (Eligible targets include machine intelligences or any living creature more substantial than an insect.) The ultraterrestrial intelligence has a motive and understanding all its own, but it is utterly alien. Thus, it can do almost anything, but if desired, roll d100 each round instead:
Roll Target’s action
01–10 Scream
11–20 Make incomprehensible gestures
21–40 Attack the nearest creature
41–55 Attack the nearest object
56–60 Attack the ground
61–65 Activate the nearest numenera device
66–75 Run off as fast as possible
76–80 Begin speaking in an unknown language
81–83 Speak in the Truth and ask strange, random questions
84–85 Speak in the Truth and demand obedience
86–88 Examine a random object
89–90 Try to eat a random creature or object
91–93 Access unknown energies and teleport away
94–95 Access unknown energies and create a force field around itself
96–97 Access unknown energies and use them to attack all nearby
98–00 Access unknown energies and open a transdimensional portal",1d6+4,A 15 cm orb of steel lattice with a reflective red sphere in the center,,,,,,,
5,38,Detonation (coma),"Explodes in a patterned flash of pale yellow gas in an immediate radius. Living creatures in the area fall unconscious for a number of rounds equal to the cypher level, or until violently slapped awake or damaged.",1d6+4,"Explosive device (thrown, short range)","Ceramic sphere (thrown, short range)",Handheld projector (long range),,,,,
5,39,Detonation (electromagnetic),Explodes and releases a potent wave of electromagnetic energy in a short radius. Numenera devices in the area when it explodes do not function for one hour.,1d6+4,"Explosive device (thrown, short range)","Ceramic sphere (thrown, short range)",Handheld projector (long range),,,,,
5,40,Detonation (healing),Explodes to release a burst of warm energy in a short radius. The energy restores a number of points equal to the cypher level to the Pools (or health) of everyone in the area.,1d6+4,"Explosive device (thrown, short range)","Ceramic sphere (thrown, short range)",Handheld projector (long range),,,,,
5,41,Detonation (matter disruption),"Explodes in an immediate radius, releasing nanites that rearrange matter in random ways. Inflicts damage equal to the cypher level.",1d6+4,Wristband projector (long range),"Explosive device (thrown, short range)","Ceramic sphere (thrown, short range)",Handheld projector (long range),,,,
5,42,Detonation (stasis),"Explodes in an immediate radius with strange energies. All creatures within the area are held in temporal stasis for one minute, during which time they cannot take actions or be affected in any manner.",1d6+4,"Explosive device (thrown, short range)","Ceramic sphere (thrown, short range)",Handheld projector (long range),,,,,
5,43,Dimensional sheath,"User is enveloped in invisible energy for six hours. During this time, she has +1 to Armor against any type of energy attack (including those that normally ignore Armor) and is immune to any effect that would change her phase state, send her to another universe, teleport her, or do anything similar.",1d6+4,Belt,Headband,Bracelet,Handheld device,,,,
5,44,Dimensional trap,"One creature or object within immediate range disappears and is drawn into the device, where it remains for 28 hours. When the effect ends, the target reappears in an open space (chosen by the user of the device) within immediate range.",1d6+4,Complex device,,,,,,,
5,45,Displacement cloak,"For the next ten minutes, the user disappears and an image of her appears somewhere within immediate range. The image is a perfect copy of the user and mimics her physical movements and actions. The difficulty of her Speed defense rolls is reduced by three steps until the effect ends.",1d6+4,Cloak,Cape,Mantle,,,,,
5,46,Dissonance cube,"Activation causes the device to emit a subsonic noise for seven hours. At the end of each hour, any metal object within long range of the device takes 4 points of ambient damage.",1d6+4,Complex device,,,,,,,
5,47,Echo crystals,"When the device is activated, the crystal projects a second weapon in the air formed from solidified light. It follows the weapon it copies, floating through the air and mimicking the original’s movements. Whenever the user takes an action to attack with the original weapon, he makes an additional attack with the copy as part of the same action. The second weapon inflicts the same damage as the original. After 28 hours, the copy dissipates into a cloud of sparkling motes.",1d6+4,Crystal nodule affixed to a melee weapon,,,,,,,
5,48,Eraser,Causes an object that can fit inside a 2 m cube or one creature it touches to instantly disappear from existence.,1d6+4,A small metallic device,,,,,,,
5,49,Erosion ray,"Emits a beam at an object within short range. The beam weakens an amount of material that can fit inside a 3 m)cube. The target does not appear to change, but it assumes the hardness of thin paper. A creature can easily tear chunks from the object or punch through it. If the user targets a section of floor, anything weighing at least 5 pounds (2 kg) that moves across that section falls through it. The effect can also weaken structures such as bridges, walls, and the like at the GM’s discretion.",1d6+4,Handheld device,,,,,,,
5,50,Fireproofing spray,An object sprayed by this cypher has Armor against fire damage equal to the cypher’s level for 28 hours.,1d6+4,Spray canister,,,,,,,
5,51,Flame catcher,"Causes all fire within a short distance to safely flow into the device. At any time within the next seven hours, anyone holding the device can release the stored flames in a stream about 0.3 m wide that extends out to short range. The flames inflict damage equal to the cypher level to one target within range.",1d6+4,Complex device,,,,,,,
5,52,Heartburst,"This device is keyed to the heartbeat of the user. If he dies, the device explodes, inflicting damage equal to the cypher level to all within immediate range.",1d6+4,Pill,Implant,Ring,Bracelet,Pendant,,,
5,53,Inertia shield,An energy field surrounds the user for ten minutes. No physical object can penetrate the shield if that object is moving with any force that could be constituted as an attack. The field would deflect a strike from a broadsword or a bolt fired from a crossbow. Attacks using physical objects inflict no damage on the user until the effect ends.,1d6+4,Belt,Body harness,,,,,,
5,54,Jonah Ice,"Adding the liquid to water raises the water’s freezing point to 38 °C. The water, as well as any other water in contact with it, freezes solid unless temperatures exceed the new freezing point. Anything in the water freezes with it and suffers 6 points of damage. Affected water returns to normal 1d20 days later.",1d6+4,Liquid in a tiny metal canister,,,,,,,
5,55,Light binder,"Two rounds after activation, the device explodes in a short radius. All light in the area (any place in the area illuminated by light or dim light) becomes solid, trapping everything in the area in place for one minute. Nothing in the area can move, and nothing from outside the area can enter it until the effect ends. Rendering any area dark, such as by blocking a source of light, frees anything in the darkness that was affected by the device.",1d6+4,Explosive device,,,,,,,
5,56,Mass destructor,"When activated, the clear cube begins to dissolve, which takes ten minutes. After the outer cube dissolves fully, the black cube causes all eligible victims (living creatures the size of a small dog or larger) in long range to belch forth a cloud of black vapor. This vapor fills the immediate area around the victim, inflicting damage equal to the cypher level on the victim and all other living creatures within the cloud. One round later, all eligible victims within long range of every affected victim belch forth the same cloud (even if they already did so before). This continues until no creatures are affected. The cypher is a horrific doomsday device that could easily destroy an entire city or wipe out an army.",1d6+4,Solid black cube about the size of a human fist encased in a larger clear cube,,,,,,,
5,57,Mental thieves,"The user exhales a cloud of spores as he puts a question to a creature within immediate range. The spores infiltrate the target’s body, find the answer in its thoughts, and forcefully eject themselves from the body, inflicting 2 points of damage to the target. The spores fly through the air and reenter the user’s body, at which point he immediately learns the answer to the question, subject to the limits of the target’s knowledge.",1d6+4,Subdermal injection,,,,,,,
5,58,Mind control implant,"This cypher consists of two devices – an injection or pill, and a control disc or temporary tattoo. They are usually found together. For ten minutes, the disc or tattoo enables long-range mental communication with – and control of – anyone who took the injection or pill. The controller can bid the target creature to do anything it could do normally.",1d6+4,Disc that adheres to forehead,Temporary tattoo,,,,,,
5,59,Needleburst,"This device is activated when the user plays a certain high-pitched note within long range of it. (This may require the user to have a pitch-pipe, flute, or other such instrument, but it’s possible to sing the note as well if one is talented.) When activated, the device explodes in a short radius with needlelike crystal shards, inflicting damage equal to the cypher level.",1d6+4,Crystal with many jagged protrusions,,,,,,,
5,60,Neuron disruptor,"When activated, the device releases a pulse that travels out to a 2 km radius. All living things in the area whose level is lower than the cypher level become catatonic for 28 hours.",1d6+4,A metal cylinder with several buttons and dials,,,,,,,
5,61,One perfect cut,"A user can use the blade to cut through 5 feet (2 m) of any material it touches one time. If used as a weapon, the cypher deals damage equal to the cypher level and ignores Armor.",1d6+4,Knife,Dagger,Blade,,,,,
5,62,Orbital launcher,"One unanchored item within immediate range that weighs no more than 50 pounds (23 kg) is launched upward at a chosen angle with a steady, sustained velocity that sends the object into the void over the course of several hours. If the cypher is used underground or directed to launch the item toward some sort of barrier, the cypher doesn’t activate.",1d6+4,Gloves of synth,Small handheld device,,,,,,
5,63,Overwatch defender,"Once activated, this device functions for 28 hours. If a creature with hostile intent comes within long range, the device creates a force field around itself (and anything nearby) that encapsulates an immediate radius. This force field has 100 health; anyone wishing to get in or out of the field must batter their way through. It lasts until destroyed or for one hour, whichever comes first. Once the force field is down, the device is no longer active.",1d6+4,Sphere on a tripod,,,,,,,
5,64,Perma-damp,"Coats something that can fit within a 5-foot (2 m) cube with gel. The gel remains damp for 1d6 hours. Anything covered by the gel has Armor equal to the cypher level against corrosive, electrical, and fire damage. When the effect ends, the gel grows and becomes spongy, like cake. It provides bland nourishment for up three human-sized characters for one day.",1d6+4,Spray canister,,,,,,,
5,65,Photon igniter,"Emits a beam at one target within long range. If the beam strikes the target, it changes how the target interacts with light energy for one minute. Until the effect wears off, it inflicts damage based on the level of light to which the target is exposed at the start of each round. Light inflicts 3 points of damage, dim light inflicts 2 points of damage, and very dim light inflicts 1 point of damage.",1d6+4,Wristband,Handheld device,,,,,,
5,66,Portable vortex,"One round after activation, the device breaks apart and creates a cyclone. The cyclone is 9 m across at its base, 27 m tall, and 18 m across at the top. When it forms, it sets off in a direction away from the user, traveling a long distance before it dissipates. As it moves, the vortex inflicts damage equal to half its level to anything it touches. The vortex is strong enough to pick up creatures and objects not anchored in place that weigh up to 227 kg and throw them a long distance away, which inflicts damage equal to half the vortex level when the target lands.",1d6+4,"Small,disc-shaped device",,,,,,,
5,67,Portal ring,"The cypher automatically affixes itself to any flat surface on which it is placed. It instantly widens until it reaches 2 m in diameter or until the ring reaches an edge, at which point it stops expanding. The surface inside the ring vanishes, opening a hole through the material or to a depth of 2 m.",1d6+4,Small metallic ring,,,,,,,
5,68,Projectile module (homing),"This cypher must be attached to another cypher or artifact (a level 4 task) that fires solid projectiles, like a slugspitter or a compactor. Once attached, it no longer counts against a character’s cypher limit. The projectile(s) of the cypher or artifact it is attached to now hone in on the desired target, reducing the difficulty of the attack roll by one step. The module cannot be removed from the device without destroying both the module and the device.",1d6+4,Small metal and synth plate,,,,,,,
5,69,Reality spike,"Once activated, the spike does not move, even if activated in midair. A Might action will dislodge the spike, but then it is ruined.",1d6+4,Metallic spike,,,,,,,
5,70,Reanimator,"If a mammalian or reptilian creature has not been dead for more than 28 hours, this device restores a basic semblance of life by reactivating its nervous system. The creature does not have the knowledge, skills, personality, or memories of its former self. It’s just a mindless shell that can perform basic motor functions: walk, run, or otherwise move; pick up and hold objects; and make crude attacks. The reanimated creature obeys the verbal commands of the user and operates for one hour before collapsing. Although the GM makes the final call, small creatures are typically level 1, and others are level 2.",1d6+4,Injectable liquid,Disc with a strap fastened on the head,Metal bolt injected into the head,,,,,
5,71,Secret finder,"Tapping into the datasphere, the user names one place, creature, or object and immediately learns his distance from the thing named and the direction he must travel to reach it.",1d6+4,Pill,Ingestible liquid,Temporary tattoo,Amulet,Headband,Crystal worn on temple,Small handheld device,Crystal
5,72,Shocker,"Delivers a powerful burst of electricity that shocks any creature touched, inflicting damage equal to the cypher’s level.",1d6+4,Subdermal implant,Ring,Palm disc,Short rod,,,,
5,73,Sparkle,"Causes 1d6 glowing lights to shoot from the end of the device, travel a long distance, and explode in a flash of brilliant colors that blinds anyone in an immediate radius for one minute.",1d6+4,Handheld device,,,,,,,
5,74,Steel sentinel,"The device activates and becomes a level 5 creature for one hour or until destroyed. The device accompanies you and follows your instructions until the effect ends. As a level 5 creature, it has a target number of 15 and a health of 15, and it inflicts 5 points of damage. If the device is reduced to 0 health, it is destroyed and the effect ends.",1d6+4,A 3 m featureless humanoid assembled from metal components,,,,,,,
5,75,Teleporter (traveler),User teleports up to 160 x the cypher level in km to a location they have previously visited. They arrive safely with their possessions but cannot take anything else with them.,1d6+4,Belt,Wristband,Ring,Full bodysuit,Complex device,Handheld device,,
5,76,Temporal sheath,"The user is enveloped by invisible energy for six hours. During this time, she has +1 to Armor against any type of energy attack (including those that normally ignore Armor) and is immune to any effect that would alter time, hold her in stasis, or do anything similar.",1d6+4,Belt,Headband,Bracelet,Handheld device,,,,
5,77,Temporal viewer,"Displays moving images and sound, up to ten minutes per cypher level in length, depicting events that occurred at the current location up to one year prior. The user specifies the time period shown by the viewer.",1d6+4,Wristband,Complex device,Handheld device,,,,,
5,78,Transdimensional gate,"This device creates a portal that leads to a different dimension, level of existence, or reality. It is automatically keyed to a specific destination determined by the GM, but a character can attempt to reorient it to another extradimensional destination that she is aware of (task difficulty equal to the cypher level). The portal is about 5 feet (2 m) in diameter and remains open for one minute, unless the user wishes it to close earlier (closing the portal is an action).",1d6+4,Belt with device,Amulet,Ring,Small handheld device,,,,
5,79,X-ray viewer,"When held up against a solid surface, this panel allows the user to see through up to 2 feet (60 cm) of material. The panel works only if the cypher’s level is higher than the material’s level. The effect lasts for one minute per cypher level.",1d6+4,Glass panel,,,,,,,
5,80,X-ray extractor,"When held up against a solid surface, this panel allows the user to see through up to 2 feet (0.6 m) of material. The selection of dials allows him to discriminate between various items within the material, permitting him to see buried objects, supports in walls, or organs in a body. A successful difficulty 4 Intellect roll vaporizes a visualized discrete object or a portion of it. An unsuccessful roll disintegrates a random chunk of material, gouging a hole in the solid surface. The device operates for one minute, and it works only if the cypher’s level is higher than the material’s level.",1d6+4,Glass panel with selection of dials,,,,,,,
5,81,Head transference collar,"This collar fits around the neck of most creatures the size of a human or so. When activated, it slices the head cleanly from the body and preserves the head (and mind) of the creature for up to ten minutes, during which time the creature is fully conscious. If the headless body of another creature that has been dead for less than one hour is available, the head preserved by the collar can be grafted onto that body. Henceforth, the head now controls its new body as if it had always been its own. This is very likely to alter Might and Speed Pools (but not Intellect Pool) and possibly other qualities as well.",8,Adjustable metal ring,,,,,,,
5,82,Analysis scanner,"This device scans and records everything within short range for one round and then conveys the level and nature of all creatures, objects, and energy sources it scanned. This information can be accessed for 28 hours after the scan.",1d10,Bracelet,Handheld device,,,,,,
5,83,Energy token,"This cypher functions when it is touched by a living creature (perhaps even before it can be identified), although it can be manipulated by tools such as tongs and safely stored if well away from a creature. Normal gloves or a leather bag is not enough to keep it from activating. The ball bathes a living creature touching it with energy of a type and effect depending on its color (roll a d20):
1–2 Blue: Reorganizes brain connections; +1 to Intellect Edge for one hour.
3–4 Red: Restructures skeletal structure; +1 to Might Edge for one hour.
5–6 Green: Alters musculature; +1 to Speed Edge for one hour.
7–8 Yellow: Alters respiratory system; grants immunity to dangerous gases. User can also breathe a puffof poisonous vapor at a victim in immediate range that inflicts 2 points of Speed damage (ignores Armor) for a number of rounds equal to cypher level. The effect lasts for one hour.
9–10 Orange: Changes physical density; +1 to Armor, and user deals 2 additional points of damage with melee attacks.
11–12 Violet: Tunes dimensional phase of entire body; user can move through solid matter at a rate of 15 cm per round for ten minutes.
13–14 Brown: Alters cellular relationship with gravity; user can move through the air as easily as on a solid surface for ten minutes.
15–18 Black: Infuses cells with disruptive energy; inflicts 5 points of damage to user, and then user’s touch inflicts 8 points of damage to others for ten minutes.
19–20 White: Alters ocular system; user gains x-ray vision and can see through up to 10 inches (25 cm) of matter for one minute.",1d10,Glowing ball of energy,,,,,,,
5,84,Growth simulator,"One plant touched by the liquid grows to ten times its normal, full-grown size in ten minutes. If conditions can’t support the plant, it soon dies.",1d10,Spray bottle,Aerosol projector,,,,,,
5,85,Living solvent,"Once released, this organic slime dissolves 1 cubic foot of material each round. After one round per cypher level, the slime dies and becomes inert.",1d10,Canister containing slime,,,,,,,
5,86,Photonic smasher,"Creates a glowing bludgeon about 5 feet (2 m) tall that floats in the air in an open space within range. When the bludgeon appears, it immediately attacks a target within short range of it and, if it hits, inflicts 4 points of damage. The bludgeon remains for one minute, and whenever the user takes an action, he can move the bludgeon a short distance and attack with it.",1d10,Wristband projector,,,,,,,
5,87,Radiant web,"Creates a mesh of invisible light across a plane up to 3 m wide and tall. The paper-thin mesh inflicts damage equal to the cypher level to any creature that passes through it. (A target can take this damage only once per round regardless of how many times it passes through the mesh.)
Anything reduced to 0 health by the mesh is sliced into pieces that are 3 cm wide and tall.",1d10,Handheld projector (long range),,,,,,,
5,88,Repair unit,"Device becomes a multiarmed sphere that floats. It repairs one designated numenera device (of a level equal to or less than its own) that has been damaged but not destroyed. The repair unit can even create spare parts, unless the GM rules that the parts are too specialized or rare (in which case, the unit repairs the device entirely except for the specialized part). Repair time is 1d100 + 20 minutes.",1d10,Shoulder-mounted,Arm-mounted,Belt-mounted,Handheld device,,,,
5,89,Seed of knowledge,"If planted, this seed blooms into a fullgrown plant in about a year, at which point it is about as tall as a human. At this time, it bears 1d6 pieces of fruit, all of which are telepathic, thinking creatures that know one fact keyed to the being that planted the seed. This fact might be some truth or bit of knowledge the planter seeks, the answer to a question he has, or something that will come in handy in the future, whether he knows it or not.",1d10,Large organic seed,,,,,,,
5,90,Clone tank,"To activate this device, the user must place a few drops of blood, strands of hair, nail clippings, or a piece of flesh in the slime. The slime hardens around the organic material to form a cyst. Over the next 3d6 months, the device rapidly grows a person from the material. At the end of this time, a full-grown creature, identical in every physical way to the donor creature, emerges from the tank, and the device deactivates.
The clone is a level 1 creature. It can communicate in a language known to the user, but otherwise it understands nothing of the world. It becomes a unique character that develops a personality, objectives, and nature of its own.",10,A large glass and metal tank filled with pink slime,,,,,,,
