d6/2,d100,ARTIFACT,DESCRIPTION,LEVEL,DEPLETION,FORM,
3,65,Chameleon cloak,"When activated, the device takes on the colors and textures of everything around the wearer for ten minutes (one hour if the artifact is level 9 or higher). This eases hiding and sneaking tasks by two steps.",1d6+4,1 in 1d100,"Very thin, lightweight, transparent cloth formed into a crude cloak.",
3,66,Cohesion stabilizer,"Any attempt to affect the integrity of the wearer’s physical form by disintegrating it, encasing it, changing its phase, teleporting it, or otherwise disrupting it fails if the wearer wishes it to fail. Doing so is not an action on the wearer’s part. The artifact’s level must be equal to or higher than the effect’s level.",1d6+4,1 in 1d10,Wristband-mounted device with a few simple controls.,
3,67,Dimensional armor,"This armor is far hardier yet somewhat lighter than Ninth World smithing techniques could ever manage with steel. It is heavy armor but grants an additional +2 to Armor in addition to the 3 Armor that heavy armor usually provides. Further, when activated, it shifts the wearer’s phase randomly for ten minutes (one hour if the artifact is level 9 or higher), which hinders attacks on the wearer by two steps. This shifting effect is negated by special multidimensional weapons or attacks.",1d6+4,1 in 1d10,"Full suit of synth and steel armor, covering the entirety of the wearer’s body.",
3,68,Fiery Hellmaker,"It takes two rounds to assemble and set up this device. Once set up, it takes an action to activate. When activated, the disk fires a barrage of fiery long-range missiles in all directions. Everyone and everything within long range suffers damage equal to the artifact level, unless they are within 0.9 m of the device and keep their heads down.",1d6+4,1 in 1d6,A 2 m collapsible metal stand with a large metal disc at the top and a control box in the center.,
3,69,Shatter Wand,"This weapon realigns the molecular structure of a living target, in effect crystalizing the flesh. It works at long range but has no visible manifestation (no ray or projectile). The device inflicts damage equal to its level. Further, if the target is slain by the device, the target shatters, exploding in an immediate radius with crystalline shrapnel that inflicts 3 points of damage.
This device is a rapid-fire weapon, and thus can be used with the Spray or Arc Spray abilities that some glaives and jacks have, but each “round of ammo” used or each additional target selected requires an additional depletion roll.",1d6+4,1 in 1d20,"Broad, 20 cm synth stick with a single button.",
3,70,Snipewand,"Sighting through the glass, objects up to 1.6 km away can be viewed as if they were just a short distance away. The user must have a direct line of sight to the object – the device cannot penetrate barriers or go around corners. Once an object is sighted, the device almost silently fires a tiny slug of metal at the target. The slug inflicts damage equal to the artifact’s level.",1d6+4,1 in 1d20,A long handheld device with a tiny plate of glass.,
3,71,Thunder Cannon,"This massive device can barely be held or carried by a single person. When activated, it emits a 15 m cone of pure sonic force out to long range. Any creature in that area is knocked prone and stunned for one round, losing its action. Unfixed items the size of a human or smaller are toppled and/or moved at least 1.5 m. Larger objects might also be toppled.",1d6+4,1 in 1d10,"A large, heavy tube with a bell-shaped end and a number of controls.",
3,72,Control Spike,"The device activates when the user hammers the spike into the head of a creature, which inflicts no damage. Upon doing so, the user can use the viewscreen to control the creature. The user decides what the creature says and does each round provided that they remain within long distance of each other. Removing the spike ends the effect. No hole or injury remains from the spike once it’s withdrawn.",1d6+4,1 in 1d10,A long metal spike and separate viewscreen.,
3,73,Cthonic Bore,"This vehicle can be piloted by someone who makes Intellect rolls (level 1) each round. Inside, there’s a seat for the pilot and two benches that run along either side for up to four people to sit comfortably.
When activated, the device moves a short distance each round or up to 16 km per hour on extended trips. The device can also be used to tunnel through 3 m of earth or 2 m of stone each round.",1d6+4,1-4 in 1d100,"3 m long, 2 m wide, and 2 m tall tracked vehicle made from steel equipped with an enormous drill on the front and a door on the back.",
3,74,Electromagnetic Projector,"The device propels the sphere with incredible speed up to 16 km. The sphere inflicts damage equal to the artifact level to whatever it strikes. Once used, the device must cool down for one minute before it can be used again.
Each time the weapon is used, the user and everyone within an immediate distance becomes deafened for one hour unless they took precautions to protect their hearing – earplugs, for example.",1d6+4,1 in 1d6,"A large, heavy, handheld device that has two long metal rods protruding from a cushioned metal stock. A small metal sphere floats between the rods near the base of the weapon.",
3,75,Fiber Optic Sleeves,"These armor sleeves grant +1 to Armor in addition to whatever armor the user is currently wearing. Further, when active, the sleeves light up in a random, pulsing pattern for ten minutes. When used with melee attacks, this pattern confuses the target during that attack, modifying all defense actions by one step to its detriment.",1d6+4,1 in 1d20,"Flexible, lightweight sleeves with integrated fiber optic wires, designed to go over existing armor.",
3,76,Flesh-Render Wand,"This device projects a wide spray of sharp fragments that inflicts 2 points of damage to everyone within an immediate area, and 1 point of damage to everyone within a short area. The fragments also penetrate (ignore) up to 4 Armor. In other words, targets in range who have 4 Armor (or less) take 2 points of damage, targets with 5 Armor take 1 point of damage, and targets with 6 Armor (or more) take no damage.",1d6+4,1 in 1d6,A small handheld device fitted with a tiny tube.,
3,77,Graviton Suppressor,"Once activated, it takes two rounds for the device to take effect. The device shuts off gravity within a short distance. Anything not bolted down or anchored in some way floats up 9 m and hangs there until the effect ends, one minute later. Anyone pulled outside of the area or still in the area when the effect ends falls to the ground.",1d6+4,1 in 1d10,A flat metal disk with a display and several buttons.,
3,78,Impossible Blade,"This tool can be used for very fine work, cutting or carving almost any (small) object with amazing precision. It allows for surgeries and crafting that would likely otherwise be impossible (it counts as two assets for such tasks).
It can also be used as a weapon. In this capacity, it is a light weapon that ignores Armor. However, the blade is somewhat fragile, so using it as a weapon risks damaging it.",1d6+4,1 in 1d20,"A small, extremely thin blade with a short handle.",
3,79,Mental Storage,"When used, this device records a thinking creature’s knowledge, memories, and personality – basically, a copy of his consciousness. The recording process takes four hours. The device can then store this data indefinitely. It can be accessed and downloaded into another appropriate device or body (if those capabilities are available). The device can be used only once.",1d6+4,Automatic,Large device with multiple screens and controls as well as wires with electrodes.,
3,80,Mind Displacer,"When activated, the device blasts the user’s mind with vivid colors for one minute. At the end of this time, the user sees and hears as if at a fixed point in a place that she has visited at least once before. The perception lasts until she removes the device.",1d6+4,1 in 1d6,A metal helmet with an opaque visor.,
3,81,Mirage Generator,"Activating the device takes ten minutes. At the end of this time, the device creates a complex scene of images (chosen by the user) within immediate range. The entire scene must fit inside a 30 m cube. The images are made from solidified light and look and feel completely real. The device also creates sounds to make the images seem real. If the images include creatures, those creatures look and act like real creatures, but when they talk, they speak in gibberish. The only quality the device cannot produce is smell – nothing created by the device has an odor. The images last for one hour or until the device is deactivated (not an action).
If the scene is something that could be harmful (such as a roaring inferno), the device inflicts ambient damage equal to half its level to all creatures within long range.
The images cannot conceal terrain features.
They can change the features’ general appearance but must incorporate them into the scene. Thus, a pit in the area would still be a pit, though the color might change so that it blends in with the created scene.",1d6+4,1 in 1d6,A complex mechanical device bristling with multicolored lenses.,
3,82,Monowhip,"Produces a 3 m long, hairthin, glowing white cord. The whip cuts through any material of a level lower than its own. If used to attack, the whip is a light weapon that ignores Armor of a level lower than its own, but each attack requires a depletion check. Furthermore, each missed attack requires a difficulty 3 Speed defense roll to avoid accidentally taking damage from the retracting whip.",1d6+4,1 in 1d20,Hilt with connected red sphere.,
3,83,Mutation Mask,"When worn, the mask conforms to the wearer’s head, enclosing it. While wearing the mask, the character can trigger a mutation by spending an action fiddling with the mask. Over the next few rounds, any previous mutations fade, and a new mutation appears. Roll on the mutation tables for a harmful mutation (1 on a 1d6), a beneficial mutation (2–5 on a 1d6), or a powerful mutation (6 on a 1d6).",1d6+4,1 in 1d100,A leather face mask with a variety of synth protuberances.,
3,84,Null Blade,"This weapon functions as a normal sword (sometimes a dagger). However, if the user kills a creature with this weapon, the creature and everything it wears and carries disappears, erased from existence.",1d6+4,–,A sword whose blade is covered with circuitry.,
3,85,Obedient Rope,"This extremely useful, semi-intelligent cable obeys the verbal commands of the user. The cable can tie itself in knots and untie those knots. It can become sticky to adhere to surfaces (selectively – parts of the cable can remain normal) or rigid (again, selectively).",1d6+4,1 in 1d100,A 15 m length of thin metallic cable.,
3,86,Personality Adjuster,"When placed on a creature’s head, the helmet inflicts 2 points of damage. If the helmet is activated, it completely erases the creature’s memories and personality, turning the creature into a blank slate, a process that takes about one hour. After this time, the user who activated the device can implant new memories that build the creature’s personality. If used on a character, the character remains at his tier, but he can swap out his type, descriptor, and focus for different ones.",1d6+4,Automatic,A metal helmet trailing wires with several spikes on the inside.,
3,87,Phase Axe,This weapon functions as a normal battleaxe except the blade can pass through anything made of rock or metal. Attacks with the weapon ignore Armor made from these materials.,1d6+4,–,A battleaxe whose blade is made of an unknown translucent material.,
3,88,Photon Transporter,"When activated, anything on one of the metal disks instantly transports to the other disk. The device accomplishes this by transforming the item or passenger into light particles and broadcasting them to the second disk. When the particles arrive, the disk reassembles them in their original form. The devices allow instant transport from one disk to the other and back again, regardless of the distance separating them.",1d6+4,1 in 1d20,"Two metal disks, each 2 m in diameter.",
3,89,Restoration Pod,"The artifact activates only when a creature climbs inside the device. When this happens, roll a d20. If you roll any number other than 1, the lid seals shut, the device replenishes the creature’s stat Pools up to their maximum, and it also removes any poisons, diseases, and contaminants that might be affecting the creature. However, if you roll a 1, the device malfunctions and takes the creature apart piece by piece, painting the interior with gore and killing the creature almost instantly.",1d6+4,1 in 1d10,A lidded canister made of metal and glass containing a padded bed.,
3,90,Silver Ichor,"To activate this device, the user must inject the liquid into her body. An hour after activation, the liquid spreads throughout her system and links her to the datasphere, giving her complete control over her body, with several benefits.
She can control her heart rate, breathing, and any other body functions she chooses. Her Might Edge increases by 1 as the device allows her to coax more energy from her body and achieve greater control over its systems. If she becomes diseased, poisoned, or sickened by a harmful environmental effect such as radiation, she can use an action to flush the toxin from her body.
She can use an action to adapt her body to extreme heat or cold. While adapted, she reduces damage from cold or fire by 2 points.
Finally, whenever she makes a recovery roll, she can roll twice and use the higher result.",1d6+4,–,An injector filled with silvery liquid.,
3,91,Stasis Projector,"This device projects a wide ray at a target that is already immobile (perhaps a creature that is bound or willing). The target is placed in safe suspended animation within an energy sheath. The sheath floats about 1 m off the ground and can be pushed along easily, almost as if it were weightless. The sheath lasts for 28 hours and is impervious to attacks of a level lower than the artifact that created it.",1d6+4,1 in 1d10,Handheld device.,
3,92,Thunder Boots,"When activated, the boots allow the wearer to lift off the ground on a jet of flame, granting him the ability to fly with long movement for a number of minutes equal to the artifact level.",1d6+4,1 in 1d20,A pair of boots.,
3,93,Ultra Armor,"This heavy armor provides +5 to Armor rather than +3. It boosts the wearer’s strength and reflexes, increasing her Might Edge and Speed Edge by 1. She inflicts 2 additional points of damage with melee weapons and can jump twice as far as normal. The interior of the suit has its own oxygen, water, food supply, and environmental controls, sustaining the wearer in any environment indefinitely.
Depletion of this artifact is not standard. When depletion occurs, it then provides only +4 to Armor. Depletion must continue to be checked. When it occurs again, the Might Edge and Speed Edge bonuses fail, and the damage and jumping boosts are lost. When depletion occurs again, the sustenance and environmental protections break down. When it occurs one last time, the suit then provides only +3 to Armor, but depletion need not be checked ever again, and the suit remains usable heavy armor.",1d6+4,1 in 1d10,A massive suit of metal and synth armor.,
3,94,Yesterglass,"When held before the user’s face, this panel allows her to see the last major activity that occurred in the area, even if it happened years or centuries earlier. The effect lasts for one minute per use.",1d6+4,1 in 1d6,Glass panel.,
3,95,Sky Chariot,"The device hovers 1 m above the ground and remains there until activated by the pilot. A potential pilot must be inside the head and wear a headband that is connected to the device by a thick cord. The pilot can then fly the head by making Intellect rolls (level 3) each round. In combat, the pilot can use an action to move the head a long distance reach round. On extended trips, the head can fly up to 97 km per hour and reach an altitude of 8 km.",8,1 in 1d20,"A large hollow head, about 9 m in diameter, made from stone. Characters can access the interior by crawling through its mouth. The inside has enough space to hold up to eight human-sized people. The head’s interior features comfortable cushions on its floor and several cabinets containing foodstuffs, drinks, and toiletries that replenish each day.",
3,96,Crawler Tank,"This biomechanical vehicle pulls itself along with living tendrils and motorized treads, moving a short distance each round. The tank has two different weapons built into it. The main weapon is a twinned set of ray projectors that can fire up to a range of 152 m and inflict 8 points of damage. The secondary weapon is an emitter that releases a cloud of poisonous gas in an immediate radius. Anyone in the cloud suffers 4 points of damage (ignores Armor).
The tank can move and activate one (but not both) of its weapons as a single action.
In order to function, the tank must have an occupant, and there is room for only one human inside. The vehicle obeys thought commands from this occupant, who uses her action to give the tank new orders. If no new order is given, the tank continues to obey the previous order.",9,1-4 in 1d100,"A vehicle 4 m long, 2 m wide, and 2 m high.",
3,97,Crimson Polyhedron,"If successful, the polyhedron ties itself to the user’s vital functions. The user can designate a cypher or artifact to be activated if she is ever rendered unconscious (as opposed to just asleep), impaired, or debilitated. A different device can be tied to each of these three states, but only one per state. The user can also designate one, some, or all of her cyphers and artifacts to activate in the event of her death.",10,–,This device must be embedded into the user’s body through a surgical procedure. The procedure takes about an hour in a skilled chiurgeon’s hands.,
3,98,Earth Caller,"When the narrow end is pushed into the ground and activated, the top half repeatedly lifts up and slams back into place. This action sends a tremor through the ground. It continues for ten minutes and then stops. If the device operates for the full time, a violent earthquake tears through the area in a 2 km radius. The quake persists for five minutes and causes widespread damage. Buildings made of wood, stone, or brick collapse; walls topple; cliffs crumble; ceilings cave in; some areas of ground rise up; and other areas sink. Characters inside collapsed buildings or beneath a crumbling cliff or falling wall are subject to a crush or huge crush, and they may have to dig themselves free as the GM decides. A crush inflicts 3 points of damage, and a huge crush deals 6. Furthermore, the force of the quake knocks creatures to the ground and prevents them from standing until the shaking stops.",10,Automatic,A metal staff about 2 m long that tapers down to a rounded point at one end.,
3,99,Memory Shard,"The spike contains a personality fragment from a person long dead. Installing the spike floods the host’s mind with shreds of memory, feelings, and sensations until he absorbs the extra personality. He can immediately choose and gain a second focus.",10,–,"A sharp metal spike that must be inserted into the base of the neck at an upward angle. Installing the spike inflicts no damage, but it cannot be removed without killing the person.",
3,100,Time Machine,"Upon activation, an invisible barrier springs into existence out to a short distance around the device. The barrier shunts everything within it out of normal time so that within the barrier, time flows ten thousand times slower than it does outside the barrier. In other words, for each minute a person spends inside the barrier, about seven days pass outside the barrier.
For characters inside the barrier, time passes normally, though the environment outside the barrier may seem quite strange, as time there seems to pass very rapidly. If the artifact is outside, a day passes every 8.5 seconds. To creatures outside the barrier, people within seem frozen, though an extended viewing reveals that they are not in stasis but instead moving very slowly. Nothing can pass through the barrier while the device is in operation.",10,1 in 1d10,A massive arch made of metal and equipped with a display and keyboard protruding from one side of the arch.,
